339.99,0.15961
379.4808,0.64357
379.74612,0.64957
380.22902,0.6549
380.54211,0.66022
381.02504,0.66611
382.17668,0.67961
382.61719,0.69094
384.16703,0.70702
385.41972,0.72349
386.61409,0.73578
387.41037,0.74413
387.85099,0.74984
389.17819,0.7633
390.32493,0.77328
391.43454,0.78445
392.66098,0.79268
393.24501,0.79974
395.19357,0.81381
396.91915,0.82631
399.66415,0.84383
400.99149,0.85028
403.29039,0.86225
406.30055,0.87547
409.39536,0.88785
411.74142,0.89477
413.50877,0.90003
416.69276,0.90762
419.21299,0.91269
422.43826,0.91801
426.68087,0.92347
432.51201,0.92816
438.29758,0.93158
439.88644,0.93173
444.65137,0.93339
447.86892,0.93378
449.98507,0.93413
453.68706,0.93413
461.08601,0.93521
466.89459,0.9355
474.28098,0.93638
481.44416,0.93751
488.55318,0.93873
494.9509,0.94045
500.29759,0.94163
505.33081,0.9428
511.10629,0.94433
517.92684,0.94615
522.64573,0.94723
527.88621,0.94851
533.64762,0.94935
540.45268,0.95039
546.20784,0.95083
549.99968,0.95107
556.66582,0.95137
563.98267,0.95117
571.29718,0.95107
578.08775,0.95098
585.35795,0.95073
591.66688,0.95029
596.88966,0.94994
600.02351,0.9495
606.81427,0.9491
611.5164,0.94876
616.74204,0.94841
621.01236,0.94812
627.19753,0.94767
632.42782,0.94713
637.13677,0.9464
642.89452,0.94561
649.70283,0.94413
656.16949,0.94295
660.71015,0.94187
667.05286,0.93966
673.83056,0.93682
680.09309,0.93364
684.86653,0.931
689.60051,0.92777
694.29496,0.92445
699.998,0.91986
708.55151,0.9122
714.88084,0.90577
717.51929,0.90284
719.67278,0.90045
723.3263,0.89612
728.60814,0.89047
733.23172,0.88482
737.68249,0.87946
742.35148,0.874
747.1117,0.86846
749.9631,0.86435
755.69861,0.85786
759.75213,0.85321
761.95893,0.85072
767.78031,0.84349
773.18329,0.83794
778.78111,0.83152
783.10271,0.82619
787.86179,0.81972
792.09033,0.81389
795.78864,0.80786
800.01306,0.79982
